Name,Team,Age,Season,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,PlayerId
"Troy Stokes Jr.","Brewers (AAA)",23,2019,95,322,381,75,44,22,0,9,50,40,47,0,87,8,4,0,4,14,3,0.232919254,0.341207349,0.385093167,0.726300516,0.3217978425851957,0.12335958,0.228346456,"sa828871"
"Nick Tanielu","Astros (AAA)",26,2019,125,454,503,134,73,39,3,19,71,84,44,2,86,3,2,0,12,2,3,0.295154185,0.359840954,0.519823788,0.879664742,0.3675769887522547,0.087475149,0.170974155,"sa829082"
"Jason Vosler","Padres (AAA)",25,2019,116,375,426,109,66,19,4,20,73,63,45,0,102,2,3,0,8,0,1,0.290666666,0.367058823,0.522666666,0.889725489,0.3729805383962743,0.105633802,0.239436619,"sa829190"
"Roberto Ramos","Rockies (AAA)",24,2019,127,431,503,133,76,27,0,30,77,105,61,1,141,7,4,0,3,0,1,0.308584686,0.399602385,0.580046403,0.979648788,0.40644677214888464,0.121272365,0.280318091,"sa829199"
"Alec Keller","Nationals (AAA)",27,2019,119,381,415,115,91,19,2,3,63,45,25,0,61,3,4,2,8,10,0,0.30183727,0.346246973,0.385826771,0.732073744,0.3224893372514923,0.060240963,0.146987951,"sa829219"
"Josh Ockimey","Red Sox (AAA)",23,2019,122,377,468,77,33,17,2,25,64,57,82,1,139,6,3,0,5,0,2,0.204244031,0.352564102,0.458885941,0.811450043,0.3517142984800727,0.175213675,0.297008547,"sa829375"
"John Nogowski","Cardinals (AAA)",26,2019,117,380,463,112,74,22,1,15,77,75,69,0,54,10,4,0,14,1,2,0.294736842,0.412526997,0.476315789,0.888842786,0.3874285312502225,0.149028077,0.116630669,"sa829744"
"Zander Wiel","Twins (AAA)",26,2019,126,469,522,119,50,40,5,24,86,78,40,2,158,8,5,0,5,2,1,0.253731343,0.319923371,0.513859275,0.833782646,0.3480218616815714,0.076628352,0.302681992,"sa857249"
"Jake Cronenworth","Rays (AAA)",25,2019,88,344,406,115,75,26,4,10,75,45,49,0,62,10,3,0,4,12,5,0.334302325,0.428571428,0.520348837,0.948920265,0.41195310087039555,0.120689655,0.152709359,"sa857694"
"Brennon Lund","Angels (AAA)",24,2019,96,352,397,100,61,26,5,8,62,51,36,1,91,3,6,0,3,6,3,0.284090909,0.350125944,0.454545454,0.804671398,0.34260976344648036,0.0906801,0.229219143,"sa857730"
"Donnie Dewees","Cubs (AAA)",25,2019,111,368,419,93,54,18,5,16,60,52,40,1,61,6,2,3,6,6,5,0.252717391,0.334134615,0.45923913,0.793373745,0.33607179213719196,0.095465393,0.145584725,"sa858802"
"Lucas Erceg","Brewers (AAA)",24,2019,116,357,406,78,45,17,1,15,55,52,44,0,102,2,3,0,10,2,2,0.218487394,0.305418719,0.397759103,0.703177822,0.3031718575308476,0.108374384,0.251231527,"sa872722"
"Ke'Bryan Hayes","Pirates (AAA)",22,2019,110,427,480,113,71,30,2,10,64,53,43,0,90,5,4,1,8,12,1,0.264637002,0.33611691,0.414519906,0.750636816,0.3287155711576187,0.089583333,0.1875,"sa874730"
"Ryan Mountcastle","Orioles (AAA)",22,2019,127,520,553,162,101,35,1,25,81,83,24,1,130,4,5,0,10,2,1,0.311538461,0.34358047,0.526923076,0.870503546,0.3667090290050576,0.043399638,0.235081374,"sa874734"
"Daz Cameron","Tigers (AAA)",22,2019,120,448,528,96,55,22,6,13,68,43,62,0,152,16,2,0,6,17,8,0.214285714,0.329545454,0.377232142,0.706777596,0.31647358507369505,0.117424242,0.287878787,"sa874736"
"Mark Mathias","Indians (AAA)",24,2019,115,412,478,111,66,31,2,12,62,59,51,0,91,7,6,2,8,13,2,0.269417475,0.355042016,0.441747572,0.796789588,0.34727316042956186,0.10669456,0.190376569,"sa875006"
"Brian Mundell","Rockies (AAA)",25,2019,110,390,435,130,83,32,4,11,69,61,42,0,84,1,1,1,15,1,0,0.333333333,0.398617511,0.52051282,0.919130331,0.3919801183285252,0.096551724,0.193103448,"sa875185"
"Trey Amburgey","Yankees (AAA)",24,2019,124,470,510,129,73,31,3,22,73,62,32,1,112,6,0,2,12,6,2,0.274468085,0.328740157,0.493617021,0.822357178,0.34918444596333853,0.062745098,0.219607843,"sa875629"
"Drew Ferguson","Astros (AAA)",26,2019,115,402,483,113,77,19,6,11,83,57,68,1,105,10,3,0,8,27,7,0.281094527,0.395445134,0.440298507,0.835743641,0.367565739080619,0.140786749,0.217391304,"sa875766"
"Taylor Jones","Astros (AAA)",25,2019,125,447,531,130,80,28,0,22,86,84,68,1,112,8,8,0,13,0,1,0.29082774,0.387947269,0.501118568,0.889065837,0.3777290075455072,0.128060263,0.210922787,"sa876202"
"Andy Ibanez","Rangers (AAA)",26,2019,121,467,529,140,89,30,1,20,91,65,53,1,91,4,2,3,8,7,7,0.299785867,0.374524714,0.496788008,0.871312722,0.3704862512860979,0.100189035,0.172022684,"sa914201"
"Daniel Johnson","Indians (AAA)",23,2019,84,337,380,103,62,27,5,9,51,44,34,1,79,4,5,0,4,6,7,0.305637982,0.371052631,0.495548961,0.866601592,0.3705343228216851,0.089473684,0.207894736,"sa918018"
"Danny Woodrow","Tigers (AAA)",24,2019,100,376,426,103,85,12,5,1,58,32,41,0,89,4,3,2,6,23,5,0.27393617,0.349056603,0.340425531,0.689482134,0.31374918669462204,0.096244131,0.208920187,"sa918257"
"Jose Rojas","Angels (AAA)",26,2019,126,515,578,151,74,39,7,31,101,107,58,2,131,0,5,0,8,4,4,0.293203883,0.361591695,0.576699029,0.938290724,0.3831929825246334,0.10034602,0.226643598,"sa918928"
"Alex De Goti","Astros (AAA)",24,2019,125,481,548,133,86,29,3,15,83,70,52,0,105,5,9,1,14,4,4,0.276507276,0.347349177,0.442827442,0.790176619,0.3387394978969581,0.09489051,0.191605839,"sa919320"
