Name,Team,Age,Season,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,PlayerId
"Kyle Overstreet","Padres (AA)",24,2018,124,470,507,128,95,23,1,9,45,46,32,1,75,3,2,0,15,2,0,0.272340425,0.321499013,0.382978723,0.704477736,0.3180483843498079,0.06311637,0.147928994,"sa827140"
"Will Maddox","Tigers (AA)",26,2018,102,398,435,119,93,17,5,4,59,41,24,2,68,4,5,4,8,7,7,0.298994974,0.341067285,0.396984924,0.738052209,0.3319767091101978,0.055172413,0.156321839,"sa827323"
"Taylor Gushue","Nationals (AA)",24,2018,97,339,386,72,42,19,1,10,42,44,37,0,93,4,6,0,7,0,1,0.21238938,0.292746113,0.362831858,0.655577971,0.2984069329469315,0.095854922,0.240932642,"sa827360"
"Jake Gatewood","Brewers (AA)",22,2018,94,352,388,86,47,19,1,19,45,59,28,2,114,3,5,0,4,2,0,0.244318181,0.301546391,0.46590909,0.767455481,0.339347520640477,0.072164948,0.293814432,"sa828685"
"Monte Harrison","Marlins (AA)",22,2018,136,521,583,125,83,20,3,19,85,48,44,0,215,14,1,3,7,28,9,0.239923224,0.315517241,0.399232245,0.714749486,0.32712542178301973,0.075471698,0.368782161,"sa828691"
"Michael Gettys","Padres (AA)",22,2018,125,431,473,99,59,22,3,15,51,53,31,1,160,6,1,4,13,17,6,0.229698375,0.289978678,0.399071925,0.689050603,0.30764839651747644,0.065539112,0.338266384,"sa828692"
"Brian Schales","Marlins (AA)",22,2018,127,422,490,109,70,27,2,10,52,49,57,4,108,7,3,1,11,4,2,0.258293838,0.353783231,0.402843601,0.756626832,0.3449187241878706,0.11632653,0.220408163,"sa828808"
"Troy Stokes Jr.","Brewers (AA)",22,2018,129,467,551,109,61,23,6,19,74,58,65,1,147,15,4,0,7,19,2,0.23340471,0.343012704,0.430406852,0.773419556,0.3518427926843817,0.117967332,0.266787658,"sa828871"
"Gavin LaValley","Reds (AA)",23,2018,120,393,446,82,55,14,0,13,43,57,44,2,121,4,5,0,7,2,1,0.208651399,0.29147982,0.34351145,0.63499127,0.2917374253004521,0.098654708,0.271300448,"sa828878"
"Danny Mars","Red Sox (AA)",24,2018,125,411,472,105,78,21,3,3,62,32,45,0,97,4,3,6,4,19,5,0.255474452,0.33261339,0.343065693,0.675679083,0.3132310019198556,0.095338983,0.205508474,"sa829046"
"Jeremy Rivera","Red Sox (AA)",23,2018,120,497,532,130,108,16,1,5,70,42,29,0,86,2,2,2,15,12,8,0.261569416,0.303773584,0.327967806,0.63174139,0.2904161815373403,0.054511278,0.161654135,"sa829240"
"Josh Ockimey","Red Sox (AA)",22,2018,90,311,376,79,43,19,2,15,43,56,59,1,112,1,5,0,3,0,1,0.254019292,0.369680851,0.47266881,0.842349661,0.3761521964073181,0.156914893,0.29787234,"sa829375"
"J.P. Sportman","Athletics (AA)",26,2018,103,401,428,111,71,25,2,13,55,56,22,1,83,2,3,0,8,18,13,0.27680798,0.31542056,0.446384039,0.761804599,0.3361717676111351,0.051401869,0.193925233,"sa829450"
"Luke Tendler","Red Sox (AA)",26,2018,108,374,418,102,69,18,0,15,43,62,33,1,94,5,6,0,6,1,2,0.272727272,0.334928229,0.44117647,0.776104699,0.3467454205599906,0.078947368,0.224880382,"sa829644"
"DJ Peters","Dodgers (AA)",22,2018,132,491,559,116,61,23,3,29,79,60,45,0,192,18,5,0,1,1,2,0.236252545,0.320214669,0.472505091,0.79271976,0.35027281638761326,0.080500894,0.343470483,"sa829712"
