Name,Team,Age,Season,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,PlayerId
"John Norwood","Marlins (AA)",25,2018,123,396,439,96,69,18,2,7,41,32,41,0,120,0,1,0,11,14,9,0.242424242,0.312785388,0.351010101,0.663795489,0.30680599305183376,0.093394077,0.273348519,"sa598986"
"Rudy Flores","Diamondbacks (AA)",27,2018,126,438,516,123,78,25,3,17,60,75,57,6,124,16,4,0,6,2,3,0.280821917,0.380582524,0.468036529,0.848619053,0.38097264806507614,0.110465116,0.240310077,"sa621607"
"Yasiel Balaguert","Cubs (AA)",25,2018,121,450,485,103,70,24,1,8,40,57,27,1,82,1,7,0,25,1,0,0.228888888,0.270103092,0.34,0.610103092,0.27607548224531914,0.055670103,0.169072164,"sa656575"
"Luis Valenzuela","Braves (AA)",24,2018,114,369,386,104,78,22,2,2,42,42,13,2,66,1,2,1,9,5,1,0.281842818,0.306493506,0.368563685,0.675057191,0.3040434925114206,0.033678756,0.170984455,"sa658081"
"Matt Rose","White Sox (AA)",23,2018,115,426,467,78,44,18,0,16,42,54,35,0,146,1,4,1,8,0,0,0.183098591,0.244635193,0.338028169,0.582663362,0.2657025397591325,0.074946466,0.312633832,"sa658586"
"Trent Giambrone","Cubs (AA)",24,2018,116,398,456,100,61,20,2,17,56,49,46,2,89,4,3,5,14,26,9,0.251256281,0.332594235,0.439698492,0.772292727,0.3477758807700567,0.100877192,0.195175438,"sa658813"
"Luis Gonzalez","Reds (AA)",23,2018,109,391,413,95,75,16,1,3,46,30,17,0,71,2,1,2,11,5,4,0.242966751,0.277372262,0.31202046,0.589392722,0.27101575806193107,0.041162227,0.171912832,"sa736875"
"Riley Unroe","Angels (AA)",22,2018,106,345,402,78,63,9,2,4,45,42,52,0,96,2,2,1,2,10,9,0.226086956,0.329177057,0.298550724,0.627727781,0.2994887512223679,0.129353233,0.23880597,"sa737614"
"Thomas Milone","Rays (AA)",23,2018,106,365,399,93,67,11,11,4,48,29,25,0,102,6,0,3,4,10,9,0.25479452,0.313131313,0.378082191,0.691213504,0.31549810971876585,0.062656641,0.255639097,"sa737640"
"Brian Navarreto","Twins (AA)",23,2018,97,357,380,88,65,19,0,4,37,28,14,0,57,6,1,2,18,0,1,0.246498599,0.285714285,0.333333333,0.619047618,0.28428835953984943,0.036842105,0.15,"sa737817"
"Jamie Westbrook","Diamondbacks (AA)",23,2018,107,408,443,117,77,20,5,15,65,68,24,2,71,7,2,0,11,4,3,0.286764705,0.335600907,0.470588235,0.806189142,0.35993542948181917,0.054176072,0.16027088,"sa737824"
"Charcer Burks","Cubs (AA)",23,2018,125,437,513,100,74,16,4,6,68,33,60,0,127,8,4,4,10,14,5,0.228832951,0.330058939,0.324942791,0.65500173,0.3086851315320358,0.116959064,0.247563352,"sa737838"
"Trey Michalczewski","White Sox (AA)",23,2018,126,451,503,114,76,26,6,6,46,65,27,1,131,10,12,3,9,4,3,0.252771618,0.302,0.376940133,0.678940133,0.3055643901557387,0.053677932,0.260437375,"sa737859"
"Corey Ray","Brewers (AA)",23,2018,135,532,600,127,61,32,7,27,86,74,60,4,176,7,1,0,6,37,7,0.238721804,0.323333333,0.477443609,0.800776942,0.35618767962359743,0.1,0.293333333,"sa738510"
"Jake Gatewood","Brewers (AA)",22,2018,94,352,388,86,47,19,1,19,45,59,28,2,114,3,5,0,4,2,0,0.244318181,0.301546391,0.46590909,0.767455481,0.339347520640477,0.072164948,0.293814432,"sa828685"
"Monte Harrison","Marlins (AA)",22,2018,136,521,583,125,83,20,3,19,85,48,44,0,215,14,1,3,7,28,9,0.239923224,0.315517241,0.399232245,0.714749486,0.32712542178301973,0.075471698,0.368782161,"sa828691"
"Brian Schales","Marlins (AA)",22,2018,127,422,490,109,70,27,2,10,52,49,57,4,108,7,3,1,11,4,2,0.258293838,0.353783231,0.402843601,0.756626832,0.3449187241878706,0.11632653,0.220408163,"sa828808"
"Troy Stokes Jr.","Brewers (AA)",22,2018,129,467,551,109,61,23,6,19,74,58,65,1,147,15,4,0,7,19,2,0.23340471,0.343012704,0.430406852,0.773419556,0.3518427926843817,0.117967332,0.266787658,"sa828871"
"Gavin LaValley","Reds (AA)",23,2018,120,393,446,82,55,14,0,13,43,57,44,2,121,4,5,0,7,2,1,0.208651399,0.29147982,0.34351145,0.63499127,0.2917374253004521,0.098654708,0.271300448,"sa828878"
"Brett Sullivan","Rays (AA)",24,2018,111,421,466,112,82,19,4,7,47,65,34,0,55,4,7,0,7,17,7,0.266033254,0.321888412,0.380047505,0.701935917,0.31952629068890354,0.072961373,0.118025751,"sa857232"
"Zander Wiel","Twins (AA)",25,2018,101,386,435,120,84,27,2,7,53,58,40,4,82,6,3,0,7,8,4,0.310880829,0.381609195,0.445595854,0.827205049,0.3730769436763223,0.091954022,0.188505747,"sa857249"
"Jake Cronenworth","Rays (AA)",24,2018,108,418,470,106,80,18,4,4,75,50,43,0,69,3,6,0,9,21,3,0.253588516,0.323404255,0.344497607,0.667901862,0.30861582832133516,0.091489361,0.14680851,"sa857694"
"Zach Gibbons","Angels (AA)",24,2018,108,395,440,103,74,21,4,4,61,45,42,3,59,0,3,0,15,6,5,0.260759493,0.329545454,0.364556962,0.694102416,0.3166047456062631,0.095454545,0.134090909,"sa857717"
"Brennon Lund","Angels (AA)",23,2018,100,401,453,106,72,20,6,8,63,59,43,0,102,6,2,1,6,21,5,0.264339152,0.342920353,0.403990024,0.746910377,0.34164458078093235,0.094922737,0.225165562,"sa857730"
"Lucas Erceg","Brewers (AA)",23,2018,123,463,508,115,80,21,1,13,52,51,37,2,82,3,4,1,9,3,1,0.248380129,0.305719921,0.382289416,0.688009337,0.3118593477966762,0.072834645,0.161417322,"sa872722"
"Zack Short","Cubs (AA)",23,2018,124,436,524,99,52,28,2,17,68,59,82,2,136,5,0,1,3,8,3,0.22706422,0.355640535,0.417431192,0.773071727,0.35483460314214343,0.156488549,0.259541984,"sa873287"
"Nathan Lukes","Rays (AA)",23,2018,115,435,484,121,83,29,3,6,62,51,31,0,93,6,6,6,7,9,4,0.278160919,0.330543933,0.4,0.730543933,0.3314461917557976,0.064049586,0.19214876,"sa875215"
"Dalton Kelly","Rays (AA)",23,2018,121,417,493,95,64,24,2,5,72,47,65,1,102,8,2,1,11,22,2,0.227817745,0.341463414,0.330935251,0.672398665,0.3173421958799032,0.131845841,0.206896551,"sa876363"
"Eddy Martinez","Cubs (AA)",23,2018,119,411,448,91,55,21,3,12,42,54,31,0,91,1,3,2,8,5,1,0.221411192,0.275784753,0.374695863,0.650480616,0.29457936813478514,0.069196428,0.203125,"sa914203"
"Tyler Neslony","Braves (AA)",24,2018,125,451,491,110,80,24,2,4,49,48,35,2,108,1,4,0,13,9,5,0.243902439,0.297352342,0.332594235,0.629946577,0.2881715305012428,0.071283095,0.219959266,"sa918131"
